Timestamp,Type,Pulse,Trigger
20283868,PULS,2505.0,
20283870,PULS,2490.0,
20283872,PULS,2490.0,
20283874,PULS,2490.0,
20283876,PULS,2490.0,
20283878,PULS,2505.0,
20283879,PULS,2048.0,PULS_TRIGGER
20283880,PULS,2505.0,
20283882,PULS,2505.0,
20283884,PULS,2534.0,
20283886,PULS,2549.0,
20283888,PULS,2579.0,
20283890,PULS,2593.0,
20283892,PULS,2608.0,
20283894,PULS,2593.0,
20283896,PULS,2593.0,
20283898,PULS,2579.0,
20283900,PULS,2534.0,
20283902,PULS,2490.0,
20283904,PULS,2461.0,
20283906,PULS,2416.0,
20283908,PULS,2372.0,
20283910,PULS,2357.0,
20283912,PULS,2328.0,
20283914,PULS,2313.0,
20283916,PULS,2284.0,
20283918,PULS,2269.0,
20283920,PULS,2254.0,
20283922,PULS,2239.0,
20283924,PULS,2225.0,
20283926,PULS,2195.0,
20283928,PULS,2166.0,
20283930,PULS,2151.0,
20283932,PULS,2121.0,
20283934,PULS,2077.0,
20283936,PULS,2062.0,
20283938,PULS,2033.0,
20283940,PULS,2003.0,
20283942,PULS,1989.0,
20283944,PULS,1959.0,
20283946,PULS,1944.0,
20283948,PULS,1915.0,
20283950,PULS,1915.0,
20283952,PULS,1885.0,
20283954,PULS,1871.0,
20283956,PULS,1856.0,
20283958,PULS,1841.0,
20283960,PULS,1826.0,
20283962,PULS,1826.0,
20283964,PULS,1797.0,
20283966,PULS,1797.0,
20283968,PULS,1797.0,
20283970,PULS,1767.0,
20283972,PULS,1767.0,
20283974,PULS,1767.0,
20283976,PULS,1782.0,
20283978,PULS,1782.0,
20283980,PULS,1782.0,
20283982,PULS,1782.0,
20283984,PULS,1782.0,
20283986,PULS,1782.0,
20283988,PULS,1782.0,
20283990,PULS,1797.0,
20283992,PULS,1812.0,
20283994,PULS,1826.0,
20283996,PULS,1841.0,
20283998,PULS,1841.0,
20284000,PULS,1856.0,
20284002,PULS,1871.0,
20284004,PULS,1871.0,
20284006,PULS,1885.0,
20284008,PULS,1885.0,
20284010,PULS,1871.0,
20284012,PULS,1856.0,
20284014,PULS,1841.0,
20284016,PULS,1812.0,
20284018,PULS,1782.0,
20284020,PULS,1753.0,
20284022,PULS,1723.0,
20284024,PULS,1708.0,
20284026,PULS,1694.0,
20284028,PULS,1694.0,
20284030,PULS,1679.0,
20284032,PULS,1679.0,
20284034,PULS,1694.0,
20284036,PULS,1694.0,
20284038,PULS,1708.0,
20284040,PULS,1723.0,
20284042,PULS,1753.0,
20284044,PULS,1782.0,
20284046,PULS,1797.0,
20284048,PULS,1797.0,
20284050,PULS,1812.0,
20284052,PULS,1826.0,
20284054,PULS,1841.0,
20284056,PULS,1856.0,
20284058,PULS,1885.0,
20284060,PULS,1915.0,
20284062,PULS,1944.0,
20284064,PULS,1959.0,
20284066,PULS,1974.0,
20284068,PULS,1974.0,
20284070,PULS,2003.0,
20284072,PULS,2033.0,
20284074,PULS,2062.0,
20284076,PULS,2121.0,
20284078,PULS,2180.0,
20284080,PULS,2239.0,
20284082,PULS,2298.0,
20284084,PULS,2343.0,
20284086,PULS,2387.0,
20284088,PULS,2416.0,
20284090,PULS,2446.0,
20284092,PULS,2461.0,
20284094,PULS,2475.0,
20284096,PULS,2475.0,
20284098,PULS,2475.0,
20284100,PULS,2461.0,
20284102,PULS,2461.0,
20284104,PULS,2461.0,
20284106,PULS,2461.0,
20284108,PULS,2461.0,
20284110,PULS,2446.0,
20284112,PULS,2446.0,
20284114,PULS,2431.0,
20284116,PULS,2416.0,
20284118,PULS,2402.0,
20284120,PULS,2357.0,
20284122,PULS,2343.0,
20284123,PULS,2048.0,PULS_TRIGGER
20284124,PULS,2313.0,
20284126,PULS,2298.0,
20284128,PULS,2284.0,
20284130,PULS,2284.0,
20284132,PULS,2284.0,
20284134,PULS,2298.0,
20284136,PULS,2313.0,
20284138,PULS,2313.0,
20284140,PULS,2328.0,
20284142,PULS,2343.0,
20284144,PULS,2343.0,
20284146,PULS,2343.0,
20284148,PULS,2357.0,
20284150,PULS,2343.0,
20284152,PULS,2343.0,
20284154,PULS,2343.0,
20284156,PULS,2328.0,
20284158,PULS,2313.0,
20284160,PULS,2298.0,
20284162,PULS,2284.0,
20284164,PULS,2254.0,
20284166,PULS,2254.0,
20284168,PULS,2239.0,
20284170,PULS,2225.0,
20284172,PULS,2210.0,
20284174,PULS,2210.0,
20284176,PULS,2195.0,
20284178,PULS,2195.0,
20284180,PULS,2180.0,
20284182,PULS,2166.0,
20284184,PULS,2136.0,
20284186,PULS,2121.0,
20284188,PULS,2121.0,
20284190,PULS,2092.0,
20284192,PULS,2077.0,
20284196,PULS,2033.0,
20284198,PULS,2003.0,
20284200,PULS,1989.0,
20284202,PULS,1959.0,
20284204,PULS,1959.0,
20284206,PULS,1944.0,
20284208,PULS,1944.0,
20284210,PULS,1944.0,
20284212,PULS,1944.0,
20284214,PULS,1944.0,
20284216,PULS,1944.0,
20284218,PULS,1944.0,
20284220,PULS,1959.0,
20284222,PULS,1974.0,
20284224,PULS,2003.0,
20284226,PULS,2033.0,
20284228,PULS,2062.0,
20284230,PULS,2077.0,
20284232,PULS,2092.0,
20284234,PULS,2107.0,
20284236,PULS,2107.0,
20284238,PULS,2092.0,
20284240,PULS,2092.0,
20284242,PULS,2077.0,
20284244,PULS,2062.0,
20284248,PULS,2033.0,
20284250,PULS,2003.0,
20284252,PULS,1974.0,
20284254,PULS,1944.0,
20284256,PULS,1900.0,
20284258,PULS,1885.0,
20284260,PULS,1871.0,
20284262,PULS,1841.0,
20284264,PULS,1812.0,
20284266,PULS,1782.0,
20284268,PULS,1782.0,
20284270,PULS,1767.0,
20284272,PULS,1767.0,
20284274,PULS,1753.0,
20284276,PULS,1753.0,
20284278,PULS,1753.0,
20284280,PULS,1738.0,
20284282,PULS,1738.0,
20284284,PULS,1738.0,
20284286,PULS,1753.0,
20284288,PULS,1767.0,
20284290,PULS,1782.0,
20284292,PULS,1797.0,
20284294,PULS,1826.0,
20284296,PULS,1841.0,
20284298,PULS,1856.0,
20284300,PULS,1871.0,
20284302,PULS,1885.0,
20284304,PULS,1871.0,
20284306,PULS,1885.0,
20284308,PULS,1871.0,
20284310,PULS,1871.0,
20284312,PULS,1856.0,
20284314,PULS,1856.0,
20284316,PULS,1856.0,
20284318,PULS,1871.0,
20284320,PULS,1871.0,
20284322,PULS,1885.0,
20284324,PULS,1885.0,
20284326,PULS,1900.0,
20284328,PULS,1915.0,
20284330,PULS,1930.0,
20284332,PULS,1959.0,
20284334,PULS,1989.0,
20284336,PULS,2018.0,
20284340,PULS,2062.0,
20284342,PULS,2092.0,
20284344,PULS,2121.0,
20284346,PULS,2136.0,
20284348,PULS,2180.0,
20284350,PULS,2195.0,
20284352,PULS,2225.0,
20284354,PULS,2239.0,
20284356,PULS,2269.0,
20284358,PULS,2313.0,
20284360,PULS,2357.0,
20284362,PULS,2387.0,
20284364,PULS,2431.0,
20284366,PULS,2475.0,
20284368,PULS,2505.0,
20284370,PULS,2534.0,
20284372,PULS,2549.0,
20284374,PULS,2579.0,
20284376,PULS,2564.0,
20284378,PULS,2579.0,
20284380,PULS,2593.0,
20284382,PULS,2593.0,
20284384,PULS,2623.0,
20284386,PULS,2652.0,
20284388,PULS,2667.0,
20284390,PULS,2682.0,
20284392,PULS,2697.0,
20284394,PULS,2697.0,
20284396,PULS,2711.0,
20284398,PULS,2697.0,
20284400,PULS,2697.0,
20284402,PULS,2697.0,
20284404,PULS,2697.0,
20284406,PULS,2682.0,
20284408,PULS,2652.0,
20284410,PULS,2652.0,
20284412,PULS,2623.0,
20284414,PULS,2593.0,
20284416,PULS,2564.0,
20284418,PULS,2534.0,
20284419,PULS,2048.0,PULS_TRIGGER
20284420,PULS,2490.0,
20284422,PULS,2446.0,
20284424,PULS,2387.0,
20284426,PULS,2343.0,
20284428,PULS,2284.0,
20284430,PULS,2239.0,
20284432,PULS,2180.0,
20284434,PULS,2136.0,
20284436,PULS,2092.0,
20284438,PULS,2062.0,
20284440,PULS,2033.0,
20284442,PULS,2033.0,
20284444,PULS,1989.0,
20284446,PULS,1974.0,
20284448,PULS,1944.0,
20284450,PULS,1900.0,
20284452,PULS,1871.0,
20284454,PULS,1826.0,
20284456,PULS,1797.0,
20284458,PULS,1753.0,
20284460,PULS,1723.0,
20284462,PULS,1708.0,
20284464,PULS,1694.0,
20284466,PULS,1694.0,
20284468,PULS,1694.0,
20284470,PULS,1694.0,
20284472,PULS,1708.0,
20284474,PULS,1723.0,
20284476,PULS,1738.0,
20284478,PULS,1767.0,
20284480,PULS,1782.0,
20284482,PULS,1797.0,
20284484,PULS,1812.0,
20284486,PULS,1812.0,
20284488,PULS,1812.0,
20284490,PULS,1812.0,
20284492,PULS,1797.0,
20284494,PULS,1797.0,
20284496,PULS,1797.0,
20284498,PULS,1797.0,
20284500,PULS,1812.0,
20284502,PULS,1812.0,
20284504,PULS,1826.0,
20284506,PULS,1826.0,
20284508,PULS,1826.0,
20284510,PULS,1826.0,
20284512,PULS,1826.0,
20284514,PULS,1812.0,
20284516,PULS,1812.0,
20284518,PULS,1812.0,
20284520,PULS,1797.0,
20284522,PULS,1782.0,
20284524,PULS,1782.0,
20284526,PULS,1782.0,
20284528,PULS,1782.0,
20284530,PULS,1797.0,
20284532,PULS,1797.0,
20284534,PULS,1797.0,
20284536,PULS,1797.0,
20284538,PULS,1826.0,
20284540,PULS,1812.0,
20284542,PULS,1812.0,
20284544,PULS,1826.0,
20284546,PULS,1812.0,
20284548,PULS,1812.0,
20284550,PULS,1826.0,
20284552,PULS,1812.0,
20284554,PULS,1826.0,
20284556,PULS,1826.0,
20284558,PULS,1826.0,
20284560,PULS,1826.0,
20284562,PULS,1826.0,
20284564,PULS,1826.0,
20284566,PULS,1826.0,
20284568,PULS,1812.0,
20284570,PULS,1826.0,
20284572,PULS,1826.0,
20284574,PULS,1812.0,
20284576,PULS,1812.0,
20284578,PULS,1812.0,
20284580,PULS,1797.0,
20284582,PULS,1782.0,
20284584,PULS,1797.0,
20284586,PULS,1797.0,
20284588,PULS,1797.0,
20284590,PULS,1782.0,
20284592,PULS,1767.0,
20284594,PULS,1753.0,
20284596,PULS,1723.0,
20284598,PULS,1723.0,
20284600,PULS,1694.0,
20284602,PULS,1694.0,
20284604,PULS,1694.0,
20284606,PULS,1694.0,
20284608,PULS,1708.0,
20284610,PULS,1723.0,
20284612,PULS,1723.0,
20284614,PULS,1753.0,
20284616,PULS,1782.0,
20284618,PULS,1797.0,
20284620,PULS,1826.0,
20284622,PULS,1871.0,
20284624,PULS,1900.0,
20284626,PULS,1944.0,
20284628,PULS,1974.0,
20284630,PULS,2018.0,
20284634,PULS,2107.0,
20284636,PULS,2151.0,
20284638,PULS,2195.0,
20284640,PULS,2239.0,
20284642,PULS,2284.0,
20284644,PULS,2313.0,
20284646,PULS,2343.0,
20284648,PULS,2372.0,
20284650,PULS,2387.0,
20284652,PULS,2416.0,
20284654,PULS,2431.0,
20284656,PULS,2431.0,
20284658,PULS,2446.0,
20284660,PULS,2446.0,
20284662,PULS,2461.0,
20284664,PULS,2461.0,
20284666,PULS,2461.0,
20284668,PULS,2461.0,
20284670,PULS,2446.0,
20284672,PULS,2431.0,
20284674,PULS,2431.0,
20284676,PULS,2431.0,
20284678,PULS,2431.0,
20284680,PULS,2416.0,
20284682,PULS,2416.0,
20284684,PULS,2402.0,
20284685,PULS,2048.0,PULS_TRIGGER
20284686,PULS,2387.0,
20284688,PULS,2372.0,
20284690,PULS,2357.0,
20284692,PULS,2357.0,
20284694,PULS,2343.0,
20284696,PULS,2343.0,
20284698,PULS,2343.0,
20284700,PULS,2357.0,
20284702,PULS,2357.0,
20284704,PULS,2357.0,
20284706,PULS,2357.0,
20284708,PULS,2328.0,
20284710,PULS,2313.0,
20284712,PULS,2298.0,
20284714,PULS,2269.0,
20284716,PULS,2239.0,
20284718,PULS,2210.0,
20284720,PULS,2195.0,
20284722,PULS,2166.0,
20284724,PULS,2151.0,
20284726,PULS,2121.0,
20284728,PULS,2107.0,
20284730,PULS,2107.0,
20284732,PULS,2092.0,
20284734,PULS,2077.0,
20284736,PULS,2077.0,
20284738,PULS,2062.0,
20284742,PULS,2033.0,
20284744,PULS,2018.0,
20284746,PULS,2003.0,
20284748,PULS,1989.0,
20284750,PULS,1989.0,
20284752,PULS,1959.0,
20284754,PULS,1959.0,
20284756,PULS,1959.0,
20284758,PULS,1959.0,
20284760,PULS,1974.0,
20284762,PULS,1959.0,
20284764,PULS,1944.0,
20284766,PULS,1944.0,
20284768,PULS,1944.0,
20284770,PULS,1944.0,
20284772,PULS,1959.0,
20284774,PULS,1974.0,
20284776,PULS,1989.0,
20284778,PULS,2003.0,
20284780,PULS,2003.0,
20284782,PULS,2018.0,
20284784,PULS,2018.0,
20284786,PULS,2018.0,
20284788,PULS,2033.0,
20284790,PULS,2033.0,
20284792,PULS,2018.0,
20284794,PULS,2018.0,
20284796,PULS,2033.0,
20284798,PULS,2018.0,
20284800,PULS,2018.0,
20284802,PULS,2018.0,
20284804,PULS,2018.0,
20284806,PULS,2003.0,
20284808,PULS,1989.0,
20284810,PULS,1989.0,
20284812,PULS,1989.0,
20284814,PULS,1974.0,
20284816,PULS,1959.0,
20284818,PULS,1944.0,
20284820,PULS,1930.0,
20284822,PULS,1915.0,
20284824,PULS,1900.0,
20284826,PULS,1885.0,
20284828,PULS,1856.0,
20284830,PULS,1826.0,
20284832,PULS,1812.0,
20284834,PULS,1797.0,
20284836,PULS,1797.0,
20284838,PULS,1797.0,
20284840,PULS,1797.0,
20284842,PULS,1782.0,
20284844,PULS,1782.0,
20284846,PULS,1767.0,
20284848,PULS,1753.0,
20284850,PULS,1708.0,
20284852,PULS,1694.0,
20284854,PULS,1664.0,
20284856,PULS,1635.0,
20284858,PULS,1620.0,
20284860,PULS,1605.0,
20284862,PULS,1605.0,
20284864,PULS,1620.0,
20284866,PULS,1635.0,
20284868,PULS,1649.0,
20284870,PULS,1664.0,
20284872,PULS,1679.0,
20284874,PULS,1694.0,
20284876,PULS,1723.0,
20284878,PULS,1753.0,
20284880,PULS,1767.0,
20284882,PULS,1782.0,
20284884,PULS,1812.0,
20284886,PULS,1826.0,
20284888,PULS,1856.0,
20284890,PULS,1871.0,
20284892,PULS,1885.0,
20284894,PULS,1915.0,
20284896,PULS,1944.0,
20284898,PULS,1974.0,
20284900,PULS,2003.0,
20284902,PULS,2033.0,
20284904,PULS,2062.0,
20284906,PULS,2092.0,
20284908,PULS,2151.0,
20284910,PULS,2195.0,
20284912,PULS,2239.0,
20284914,PULS,2298.0,
20284916,PULS,2328.0,
20284918,PULS,2357.0,
20284920,PULS,2387.0,
20284922,PULS,2387.0,
20284924,PULS,2387.0,
20284926,PULS,2372.0,
20284928,PULS,2357.0,
20284930,PULS,2343.0,
20284932,PULS,2343.0,
20284934,PULS,2343.0,
20284936,PULS,2343.0,
20284938,PULS,2328.0,
20284940,PULS,2343.0,
20284942,PULS,2343.0,
20284944,PULS,2343.0,
20284946,PULS,2343.0,
20284948,PULS,2343.0,
20284950,PULS,2357.0,
20284951,PULS,2048.0,PULS_TRIGGER
20284952,PULS,2357.0,
20284954,PULS,2357.0,
20284956,PULS,2357.0,
20284958,PULS,2357.0,
20284960,PULS,2357.0,
20284962,PULS,2357.0,
20284964,PULS,2328.0,
20284966,PULS,2313.0,
20284968,PULS,2284.0,
20284970,PULS,2269.0,
20284972,PULS,2239.0,
20284974,PULS,2225.0,
20284976,PULS,2210.0,
20284978,PULS,2195.0,
20284980,PULS,2195.0,
20284982,PULS,2210.0,
20284984,PULS,2195.0,
20284986,PULS,2210.0,
20284988,PULS,2210.0,
20284990,PULS,2210.0,
20284992,PULS,2225.0,
20284994,PULS,2225.0,
20284996,PULS,2225.0,
20284998,PULS,2210.0,
20285000,PULS,2210.0,
20285002,PULS,2180.0,
20285004,PULS,2166.0,
20285006,PULS,2136.0,
20285008,PULS,2107.0,
20285010,PULS,2077.0,
20285012,PULS,2062.0,
20285016,PULS,2033.0,
20285018,PULS,2033.0,
20285020,PULS,2018.0,
20285022,PULS,2018.0,
20285024,PULS,2018.0,
20285026,PULS,2018.0,
20285028,PULS,2018.0,
20285030,PULS,2018.0,
20285032,PULS,2018.0,
20285034,PULS,2033.0,
20285036,PULS,2033.0,
20285040,PULS,2077.0,
20285042,PULS,2092.0,
20285044,PULS,2107.0,
20285046,PULS,2121.0,
20285048,PULS,2136.0,
20285050,PULS,2151.0,
20285052,PULS,2151.0,
20285054,PULS,2151.0,
20285056,PULS,2151.0,
20285058,PULS,2151.0,
20285060,PULS,2136.0,
20285062,PULS,2121.0,
20285064,PULS,2107.0,
20285066,PULS,2092.0,
20285068,PULS,2062.0,
20285072,PULS,2018.0,
20285074,PULS,2003.0,
20285076,PULS,1974.0,
20285078,PULS,1959.0,
20285080,PULS,1944.0,
20285082,PULS,1944.0,
20285084,PULS,1930.0,
20285086,PULS,1930.0,
20285088,PULS,1930.0,
20285090,PULS,1915.0,
20285092,PULS,1900.0,
20285094,PULS,1900.0,
20285096,PULS,1900.0,
20285098,PULS,1885.0,
20285100,PULS,1885.0,
20285102,PULS,1885.0,
20285104,PULS,1871.0,
20285106,PULS,1871.0,
20285108,PULS,1871.0,
20285110,PULS,1871.0,
20285112,PULS,1885.0,
20285114,PULS,1885.0,
20285116,PULS,1871.0,
20285118,PULS,1871.0,
20285120,PULS,1856.0,
20285122,PULS,1856.0,
20285124,PULS,1841.0,
20285126,PULS,1826.0,
20285128,PULS,1826.0,
20285130,PULS,1812.0,
20285132,PULS,1812.0,
20285134,PULS,1797.0,
20285136,PULS,1812.0,
20285138,PULS,1812.0,
20285140,PULS,1797.0,
20285142,PULS,1812.0,
20285144,PULS,1826.0,
20285146,PULS,1812.0,
20285148,PULS,1812.0,
20285150,PULS,1841.0,
20285152,PULS,1841.0,
20285154,PULS,1856.0,
20285156,PULS,1885.0,
20285158,PULS,1900.0,
20285160,PULS,1915.0,
20285162,PULS,1944.0,
20285164,PULS,1959.0,
20285166,PULS,1974.0,
20285168,PULS,1989.0,
20285170,PULS,2003.0,
20285172,PULS,2018.0,
20285174,PULS,2033.0,
20285178,PULS,2077.0,
20285180,PULS,2121.0,
20285182,PULS,2166.0,
20285184,PULS,2210.0,
20285186,PULS,2254.0,
20285188,PULS,2298.0,
20285190,PULS,2343.0,
20285192,PULS,2387.0,
20285194,PULS,2402.0,
20285196,PULS,2431.0,
20285198,PULS,2446.0,
20285200,PULS,2461.0,
20285202,PULS,2490.0,
20285204,PULS,2505.0,
20285206,PULS,2520.0,
20285208,PULS,2520.0,
20285210,PULS,2534.0,
20285212,PULS,2520.0,
20285214,PULS,2520.0,
20285216,PULS,2505.0,
20285218,PULS,2490.0,
20285220,PULS,2490.0,
20285222,PULS,2475.0,
20285224,PULS,2475.0,
20285226,PULS,2475.0,
20285228,PULS,2490.0,
20285230,PULS,2490.0,
20285232,PULS,2490.0,
20285233,PULS,2048.0,PULS_TRIGGER
20285234,PULS,2490.0,
20285236,PULS,2490.0,
20285238,PULS,2490.0,
20285240,PULS,2475.0,
20285242,PULS,2461.0,
20285244,PULS,2461.0,
20285246,PULS,2446.0,
20285248,PULS,2402.0,
20285250,PULS,2372.0,
20285252,PULS,2343.0,
20285254,PULS,2284.0,
20285256,PULS,2254.0,
20285258,PULS,2239.0,
20285260,PULS,2210.0,
20285262,PULS,2195.0,
20285264,PULS,2180.0,
20285266,PULS,2166.0,
20285268,PULS,2151.0,
20285270,PULS,2136.0,
20285272,PULS,2121.0,
20285274,PULS,2121.0,
20285276,PULS,2121.0,
20285278,PULS,2121.0,
20285280,PULS,2107.0,
20285282,PULS,2121.0,
20285284,PULS,2121.0,
20285286,PULS,2107.0,
20285288,PULS,2107.0,
20285290,PULS,2077.0,
20285292,PULS,2077.0,
20285294,PULS,2062.0,
20285308,PULS,2062.0,
20285310,PULS,2062.0,
20285312,PULS,2077.0,
20285314,PULS,2077.0,
20285316,PULS,2077.0,
20285318,PULS,2077.0,
20285320,PULS,2062.0,
20285324,PULS,2033.0,
20285326,PULS,2018.0,
20285328,PULS,2003.0,
20285330,PULS,1989.0,
20285332,PULS,1974.0,
20285334,PULS,1974.0,
20285336,PULS,1974.0,
20285338,PULS,1959.0,
20285340,PULS,1944.0,
20285342,PULS,1944.0,
20285344,PULS,1930.0,
20285346,PULS,1930.0,
20285348,PULS,1915.0,
20285350,PULS,1915.0,
20285352,PULS,1900.0,
20285354,PULS,1885.0,
20285356,PULS,1871.0,
20285358,PULS,1856.0,
20285360,PULS,1841.0,
20285362,PULS,1841.0,
20285364,PULS,1826.0,
20285366,PULS,1826.0,
20285368,PULS,1841.0,
20285370,PULS,1841.0,
20285372,PULS,1841.0,
20285374,PULS,1871.0,
20285376,PULS,1885.0,
20285378,PULS,1900.0,
20285380,PULS,1915.0,
20285382,PULS,1915.0,
20285384,PULS,1944.0,
20285386,PULS,1944.0,
20285388,PULS,1959.0,
20285390,PULS,1974.0,
20285392,PULS,1974.0,
20285394,PULS,1974.0,
20285396,PULS,1974.0,
20285398,PULS,1959.0,
20285400,PULS,1944.0,
20285402,PULS,1915.0,
20285404,PULS,1900.0,
20285406,PULS,1871.0,
20285408,PULS,1856.0,
20285410,PULS,1871.0,
20285412,PULS,1856.0,
20285414,PULS,1856.0,
20285416,PULS,1856.0,
20285418,PULS,1841.0,
20285420,PULS,1841.0,
20285422,PULS,1841.0,
20285424,PULS,1841.0,
20285426,PULS,1841.0,
20285428,PULS,1856.0,
20285430,PULS,1885.0,
20285432,PULS,1915.0,
20285434,PULS,1959.0,
20285436,PULS,2003.0,
20285438,PULS,2033.0,
20285440,PULS,2077.0,
20285442,PULS,2107.0,
20285444,PULS,2136.0,
20285446,PULS,2166.0,
20285448,PULS,2180.0,
20285450,PULS,2195.0,
20285452,PULS,2210.0,
20285454,PULS,2225.0,
20285456,PULS,2239.0,
20285458,PULS,2254.0,
20285460,PULS,2284.0,
20285462,PULS,2298.0,
20285464,PULS,2313.0,
20285466,PULS,2343.0,
20285468,PULS,2357.0,
20285470,PULS,2357.0,
20285472,PULS,2372.0,
20285474,PULS,2372.0,
20285476,PULS,2372.0,
20285478,PULS,2387.0,
20285480,PULS,2372.0,
20285482,PULS,2372.0,
20285484,PULS,2343.0,
20285486,PULS,2313.0,
20285488,PULS,2298.0,
20285490,PULS,2269.0,
20285492,PULS,2239.0,
20285494,PULS,2195.0,
20285495,PULS,2048.0,PULS_TRIGGER
20285496,PULS,2180.0,
20285498,PULS,2151.0,
20285500,PULS,2151.0,
20285502,PULS,2136.0,
20285504,PULS,2136.0,
20285506,PULS,2121.0,
20285508,PULS,2136.0,
20285510,PULS,2151.0,
20285512,PULS,2166.0,
20285514,PULS,2166.0,
20285516,PULS,2166.0,
20285518,PULS,2166.0,
20285520,PULS,2136.0,
20285522,PULS,2136.0,
20285524,PULS,2121.0,
20285526,PULS,2107.0,
20285528,PULS,2107.0,
20285530,PULS,2092.0,
20285532,PULS,2077.0,
20285536,PULS,2033.0,
20285538,PULS,2003.0,
20285540,PULS,1974.0,
20285542,PULS,1959.0,
20285544,PULS,1944.0,
20285546,PULS,1944.0,
20285548,PULS,1944.0,
20285550,PULS,1959.0,
20285552,PULS,1959.0,
20285554,PULS,1959.0,
20285556,PULS,1974.0,
20285558,PULS,1974.0,
20285560,PULS,1944.0,
20285562,PULS,1944.0,
20285564,PULS,1930.0,
20285566,PULS,1944.0,
20285568,PULS,1930.0,
20285570,PULS,1930.0,
20285572,PULS,1930.0,
20285574,PULS,1944.0,
20285576,PULS,1944.0,
20285578,PULS,1944.0,
20285580,PULS,1944.0,
20285582,PULS,1944.0,
20285584,PULS,1944.0,
20285586,PULS,1959.0,
20285588,PULS,1959.0,
20285590,PULS,1959.0,
20285592,PULS,1959.0,
20285594,PULS,1944.0,
20285596,PULS,1944.0,
20285598,PULS,1930.0,
20285600,PULS,1915.0,
20285602,PULS,1915.0,
20285604,PULS,1915.0,
20285606,PULS,1915.0,
20285608,PULS,1915.0,
20285610,PULS,1900.0,
20285612,PULS,1915.0,
20285614,PULS,1900.0,
20285616,PULS,1885.0,
20285618,PULS,1900.0,
20285620,PULS,1900.0,
20285622,PULS,1915.0,
20285624,PULS,1915.0,
20285626,PULS,1930.0,
20285628,PULS,1944.0,
20285630,PULS,1944.0,
20285632,PULS,1944.0,
20285634,PULS,1959.0,
20285636,PULS,1959.0,
20285638,PULS,1930.0,
20285640,PULS,1930.0,
20285642,PULS,1915.0,
20285644,PULS,1900.0,
20285646,PULS,1900.0,
20285648,PULS,1885.0,
20285650,PULS,1885.0,
20285652,PULS,1885.0,
20285654,PULS,1871.0,
20285656,PULS,1856.0,
20285658,PULS,1841.0,
20285660,PULS,1826.0,
20285662,PULS,1826.0,
20285664,PULS,1797.0,
20285666,PULS,1797.0,
20285668,PULS,1767.0,
20285670,PULS,1753.0,
20285672,PULS,1753.0,
20285674,PULS,1723.0,
20285676,PULS,1708.0,
20285678,PULS,1708.0,
20285680,PULS,1694.0,
20285682,PULS,1694.0,
20285684,PULS,1708.0,
20285686,PULS,1723.0,
20285688,PULS,1738.0,
20285690,PULS,1738.0,
20285692,PULS,1767.0,
20285694,PULS,1782.0,
20285696,PULS,1812.0,
20285698,PULS,1826.0,
20285700,PULS,1841.0,
20285702,PULS,1871.0,
20285704,PULS,1885.0,
20285706,PULS,1930.0,
20285708,PULS,1974.0,
20285710,PULS,2018.0,
20285714,PULS,2092.0,
20285716,PULS,2136.0,
20285718,PULS,2180.0,
20285720,PULS,2225.0,
20285722,PULS,2254.0,
20285724,PULS,2284.0,
20285726,PULS,2313.0,
20285728,PULS,2343.0,
20285730,PULS,2357.0,
20285732,PULS,2372.0,
20285734,PULS,2357.0,
20285736,PULS,2372.0,
20285738,PULS,2357.0,
20285740,PULS,2357.0,
20285742,PULS,2357.0,
20285744,PULS,2357.0,
20285746,PULS,2343.0,
20285748,PULS,2343.0,
20285750,PULS,2343.0,
20285752,PULS,2343.0,
20285754,PULS,2343.0,
20285756,PULS,2328.0,
20285758,PULS,2328.0,
20285760,PULS,2313.0,
20285761,PULS,2048.0,PULS_TRIGGER
20285762,PULS,2313.0,
20285764,PULS,2313.0,
20285766,PULS,2328.0,
20285768,PULS,2328.0,
20285770,PULS,2328.0,
20285772,PULS,2313.0,
20285774,PULS,2298.0,
20285776,PULS,2284.0,
20285778,PULS,2284.0,
20285780,PULS,2269.0,
20285782,PULS,2284.0,
20285784,PULS,2284.0,
20285786,PULS,2284.0,
20285788,PULS,2298.0,
20285790,PULS,2284.0,
20285792,PULS,2284.0,
20285794,PULS,2269.0,
20285796,PULS,2269.0,
20285798,PULS,2254.0,
20285800,PULS,2225.0,
20285802,PULS,2225.0,
20285804,PULS,2225.0,
20285806,PULS,2225.0,
20285808,PULS,2225.0,
20285810,PULS,2210.0,
20285812,PULS,2239.0,
20285814,PULS,2239.0,
20285816,PULS,2254.0,
20285818,PULS,2254.0,
20285820,PULS,2269.0,
20285822,PULS,2239.0,
20285824,PULS,2225.0,
20285826,PULS,2210.0,
20285828,PULS,2195.0,
20285830,PULS,2166.0,
20285832,PULS,2151.0,
20285834,PULS,2121.0,
20285836,PULS,2107.0,
20285838,PULS,2092.0,
20285840,PULS,2077.0,
20285842,PULS,2077.0,
20285844,PULS,2077.0,
20285846,PULS,2062.0,
20285848,PULS,2062.0,
20285852,PULS,2033.0,
20285854,PULS,2003.0,
20285856,PULS,1974.0,
20285858,PULS,1944.0,
20285860,PULS,1915.0,
20285862,PULS,1885.0,
20285864,PULS,1856.0,
20285866,PULS,1841.0,
20285868,PULS,1841.0,
20285870,PULS,1841.0,
20285872,PULS,1841.0,
